epoch,val_f1,val_prec,val_rec,test_f1,test_prec,test_rec,test_incels_f1,test_incels_prec,test_incels_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
1.0,0.8293413173652696,0.7869318181818182,0.8765822784810127,0.12037037037037038,0.8125,0.065,0.8286604361370715,0.76,0.910958904109589,incel-bert-base-multilingual-cased-1000k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
2.0,0.8562783661119516,0.8202898550724638,0.8955696202531646,0.12149532710280375,0.9285714285714286,0.065,0.8333333333333334,0.7703488372093024,0.9075342465753424,incel-bert-base-multilingual-cased-1000k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
3.0,0.860248447204969,0.8445121951219512,0.8765822784810127,0.11162790697674417,0.8,0.06,0.8402555910543131,0.7874251497005988,0.9006849315068494,incel-bert-base-multilingual-cased-1000k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
4.0,0.860248447204969,0.8445121951219512,0.8765822784810127,0.11267605633802816,0.9230769230769231,0.06,0.8336025848142165,0.7889908256880734,0.8835616438356164,incel-bert-base-multilingual-cased-1000k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
