run_id,epoch,model,val_f1,val_f1_std,val_rec,val_prec,test_f1,test_f1_std,test_rec,test_prec
17,4,Incel mBERT 1M IT-EN,0.8280694939319986,0.006865681202731722,0.8755244755244755,0.7855568777225874,0.5768115942028985,0.044772406323425606,0.523076923076923,0.6436363636363636
17,2,mBERT base,0.8181073705109825,0.009534264873290142,0.8587412587412586,0.7814374814187337,0.3933699633699633,0.014951383060171616,0.3538461538461538,0.459040959040959
