epoch,val_f1,val_prec,val_rec,test_f1,test_prec,test_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
1.0,0.8937062937062937,0.9063829787234042,0.8813793103448276,0.3448275862068966,0.5555555555555556,0.25,umberto-commoncrawl-cased-v1-627k_italian,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
2.0,0.9118621603711067,0.8775510204081632,0.9489655172413793,0.4924924924924924,0.6165413533834586,0.41,umberto-commoncrawl-cased-v1-627k_italian,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
3.0,0.9163346613545816,0.8834827144686299,0.9517241379310345,0.6385224274406333,0.6759776536312849,0.605,umberto-commoncrawl-cased-v1-627k_italian,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
4.0,0.9161118508655126,0.8854568854568855,0.9489655172413793,0.6701570680628273,0.7032967032967034,0.64,umberto-commoncrawl-cased-v1-627k_italian,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
5.0,0.9173333333333333,0.8877419354838709,0.9489655172413793,0.673469387755102,0.6875,0.66,umberto-commoncrawl-cased-v1-627k_italian,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
