epoch,val_f1,val_prec,val_rec,test_f1,test_prec,test_rec,test_incels_f1,test_incels_prec,test_incels_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
1.0,0.8200312989045383,0.8111455108359134,0.8291139240506329,0.24892703862660945,0.8787878787878788,0.145,0.8325041459369817,0.8070739549839229,0.8595890410958904,incel-bert-base-multilingual-cased-10k_multi,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
2.0,0.8526645768025078,0.84472049689441,0.8607594936708861,0.18666666666666665,0.84,0.105,0.8349834983498349,0.8057324840764332,0.8664383561643836,incel-bert-base-multilingual-cased-10k_multi,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
3.0,0.8473520249221184,0.8343558282208589,0.8607594936708861,0.2644628099173554,0.7619047619047619,0.16,0.8336079077429984,0.8031746031746032,0.8664383561643836,incel-bert-base-multilingual-cased-10k_multi,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
4.0,0.8421052631578946,0.8242424242424242,0.8607594936708861,0.2644628099173554,0.7619047619047619,0.16,0.8300653594771242,0.79375,0.8698630136986302,incel-bert-base-multilingual-cased-10k_multi,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
