epoch,val_f1,val_prec,val_rec,test_f1,test_prec,test_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
1.0,0.8820301783264748,0.8772169167803547,0.886896551724138,0.33656957928802594,0.47706422018348627,0.26,umberto-commoncrawl-cased-v1,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
2.0,0.9123745819397993,0.8857142857142857,0.9406896551724138,0.4319526627218935,0.5289855072463768,0.365,umberto-commoncrawl-cased-v1,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
3.0,0.9088471849865952,0.8839634941329857,0.9351724137931035,0.5842105263157895,0.6166666666666667,0.555,umberto-commoncrawl-cased-v1,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
4.0,0.9161028416779431,0.899070385126162,0.9337931034482758,0.5434173669467787,0.6178343949044586,0.485,umberto-commoncrawl-cased-v1,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
5.0,0.9154362416107382,0.8915032679738563,0.9406896551724138,0.5916230366492147,0.6208791208791209,0.565,umberto-commoncrawl-cased-v1,3500,df_ami20_train(3500),df_ami20_dev(1500),test_fdb_500(500),29
