epoch,val_f1,val_prec,val_rec,test_f1,test_prec,test_rec,test_incels_f1,test_incels_prec,test_incels_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
1.0,0.8330827067669173,0.7936962750716332,0.8765822784810127,0.39259259259259255,0.7571428571428571,0.265,0.8312101910828026,0.7767857142857143,0.8938356164383562,incel-bert-base-multilingual-cased-100k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
2.0,0.8553459119496856,0.85,0.8607594936708861,0.23478260869565215,0.9,0.135,0.8419301164725457,0.8187702265372169,0.8664383561643836,incel-bert-base-multilingual-cased-100k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
3.0,0.8541973490427099,0.7988980716253443,0.9177215189873418,0.48813559322033895,0.7578947368421053,0.36,0.8229813664596273,0.7528409090909091,0.9075342465753424,incel-bert-base-multilingual-cased-100k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
4.0,0.853211009174312,0.8254437869822485,0.8829113924050633,0.4354243542435424,0.8309859154929577,0.295,0.839344262295082,0.8050314465408805,0.8767123287671232,incel-bert-base-multilingual-cased-100k_english,3642,train_incelsis(3642),dev_incelsis(780),test_fdb_500(500),17
