epoch,val_f1,val_prec,val_rec,test_f1,test_prec,test_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
1.0,0.8183254344391785,0.8170347003154574,0.819620253164557,0.8316151202749139,0.8344827586206897,0.8287671232876712,HateBERT,3642,train_incelsis(3642),dev_incelsis(780),test_incelsis(781),0
2.0,0.8192371475953565,0.8606271777003485,0.7816455696202531,0.8556338028169015,0.8804347826086957,0.8321917808219178,HateBERT,3642,train_incelsis(3642),dev_incelsis(780),test_incelsis(781),0
3.0,0.8378812199036918,0.8501628664495114,0.8259493670886076,0.8471001757469244,0.8700361010830325,0.8253424657534246,HateBERT,3642,train_incelsis(3642),dev_incelsis(780),test_incelsis(781),0
4.0,0.8460291734197731,0.867109634551495,0.8259493670886076,0.8656195462478184,0.8825622775800712,0.8493150684931506,HateBERT,3642,train_incelsis(3642),dev_incelsis(780),test_incelsis(781),0
