epoch,train_loss,val_loss,val_f1,val_prec,val_rec,test_loss,test_f1,test_prec,test_rec,model,train_len,train_set(s),dev_set(s),test_set(s),run_id
3.0,0.3432222902774811,0.35563069581985474,0.8012139605462821,0.7696793002915452,0.8354430379746836,0.3523126244544983,0.7927631578947368,0.7626582278481012,0.8253424657534246,CNN,7284,"train_incelsis(3642)
hateval_train(3642)",dev_incelsis(780),test_incelsis(781),2
3.0,0.3368068337440491,0.33256202936172485,0.8104575163398693,0.8378378378378378,0.7848101265822784,0.3359852433204651,0.795774647887324,0.8188405797101449,0.773972602739726,CNN,7284,"train_incelsis(3642)
hateval_train(3642)",dev_incelsis(780),test_incelsis(781),2
3.0,0.3578031361103058,0.3385254740715027,0.8027681660899654,0.8854961832061069,0.7341772151898734,0.33367854356765747,0.7910447761194029,0.8688524590163934,0.726027397260274,CNN,7284,"train_incelsis(3642)
hateval_train(3642)",dev_incelsis(780),test_incelsis(781),2
3.0,0.3480468690395355,0.3238619565963745,0.8376327769347496,0.8046647230320699,0.8734177215189873,0.3566543757915497,0.8116883116883117,0.7716049382716049,0.8561643835616438,CNN,7284,"train_incelsis(3642)
hateval_train(3642)",dev_incelsis(780),test_incelsis(781),2
3.0,0.3416888415813446,0.3634386956691742,0.7982583454281567,0.7372654155495979,0.870253164556962,0.3510357737541199,0.7987117552334944,0.7537993920972644,0.8493150684931506,CNN,7284,"train_incelsis(3642)
hateval_train(3642)",dev_incelsis(780),test_incelsis(781),2
