,f1_score_pos_val,acc_val,prec_val,recall_val,f1_score_pos_test,acc_test,prec_test,recall_test,model,train_len,train_set,evaluation_set
0,0.7922705314009663,0.8346153846153846,0.8065573770491803,0.7784810126582279,0.7760683760683761,0.8322663252240717,0.7747440273037542,0.7773972602739726,CNN,14641,incelsis+hatexplain_binary_train,incelsis
1,0.7718696397941682,0.8294871794871795,0.8426966292134831,0.7120253164556962,0.7948243992606283,0.8578745198463509,0.8634538152610441,0.7363013698630136,CNN,14641,incelsis+hatexplain_binary_train,incelsis
2,0.7817258883248731,0.8346153846153846,0.84,0.7310126582278481,0.800711743772242,0.8565941101152369,0.8333333333333334,0.7705479452054794,CNN,14641,incelsis+hatexplain_binary_train,incelsis
3,0.8031249999999999,0.8384615384615385,0.7932098765432098,0.8132911392405063,0.7947454844006567,0.8399487836107554,0.7634069400630915,0.8287671232876712,CNN,14641,incelsis+hatexplain_binary_train,incelsis
4,0.8,0.8512820512820513,0.8787878787878788,0.7341772151898734,0.7889908256880733,0.852752880921895,0.849802371541502,0.7363013698630136,CNN,14641,incelsis+hatexplain_binary_train,incelsis
Average,0.7897982119040015,0.8376923076923077,0.8322503523187503,0.7537974683544303,0.7910681658379952,0.847887323943662,0.8169480975005451,0.7698630136986301,CNN,14641,incelsis+hatexplain_binary_train,incelsis
